LID,Smiles
826,c1ccc2c(c1)nc1c(c2NCCCCCCCCN)CCCC1
827,c1(c(ccc(c1)F)O)C(=O)N[C@H](C)c1ccc(cc1)Br
828,c1ccccc1c1cnc2CN(CCn12)C(=O)c1sc(cc1)C(=O)NO
829,[C@H]1([C@@H]([C@H]([C@H]([C@@H](CO)O1)O)O)O)OP(=O)(O)O
830,NC(=O)c(c1)c(N)nc(c12)nc(C(C)(C)C)nc2N3CCN(CC3)c4ncccn4
831,N[C@@H](O)CC1=N[C@H]2C(=C1)C=C(CCC)C=C2CC(O)O
832,N#CCc1ccc(cc1)Nc(n2)nc(cc2NC)Nc(n[nH]3)cc3C4CC4
833,C1(=O)NC(=O)S/C/1=C\c1cc2c(cc1)OC(O2)(F)F
834,CCCCC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](C=O)OC1=N
835,c1(ccc(c(c1)C(=O)O)CC(=O)O)C[C@@H](C(=O)N[C@@H]1C(=O)N(CCCC1)Cc1ccc(cc1)c1ccccc1)NC(=O)C
836,O(c1cc(=O)sc2ccccc12)CCCN(C)C
837,O[C@H](COP(=O)(O)O)[C@@H](O)[C@H](O)[C@H](O)CNCP(=O)(O)O
838,c1(c(cc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2CC#N)C)OC)OS(O)(O)N
839,C1N=C2C(=C(C(=N2)c2ccccc2)c2ccccc2)C(=N1)NCCO
840,c1(=N)nc([nH]c2c1c(ccc2)Sc1ccc(cc1)N1CCOCC1)N
841,c1ccccc1S(=O)(=O)Nc1sc(nn1)S(=O)(=O)N
842,OC[C@H]1O[C@H]([C@@H](C1=O)O)n1cnc2c(N)ncnc12
843,c12=C(/C(=C\3/C(=O)Nc4c3cccc4)/N=c1cccc2)NO
844,O(C(=O)N[C@H]([C@@H](O)C[C@@]1(Cc2ccccc2)C(=O)[C@H]([C@@H]2[C@H]3[C@@H](c4ccccc24)NC(=O)O3)C=N1)Cc1ccccc1)[C@@H]1COCC1
845,C(C(=O)O)CCCC[C@H]([C@H](C)N)NC(=O)OP(=O)(O)O
846,CCOCCOCCOCCOCCOCCOCC
847,[O-]C(=O)c1c(OC)cc(cc1)Nc(n2)ncc(c2c34)CN=C(c3cc(Cl)cc4)c5c(OC)cccc5F
848,c12c(cc(cc1)Cl)c(c(c(=O)[nH]2)c1cc(C)no1)c1ccccc1
849,C(=O)(CCn1c(=O)c(nc2ccccc12)c1ccccc1)N1[C@H](C(=O)N2CCCC2)CCC1
850,O=C1NOC[C@H]1N
851,N#Cc1c(N)nc2sc(C(=O)N)c(N)c2c1c1ccc(cc1)OCC
852,P(=O)(O)(O)CCCCSc1cc(ccc1O)F
853,c1cc(ccc1N)O
854,C[C@H]1CN(CCC1)C(=O)C
855,c1(ccccc1)NCC=C
856,O=C(OCC)c1c(nn(c1C)c1ccc(cc1)N)C
857,[nH]1c(=O)[nH]c(=O)c2N=C3[C@@H](O)C(=C(C)C=C3N(c12)C[C@H](O)[C@H](O)[C@H](O)CO[P@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(N)ncnc12)C
858,OS(O)(O)CCCCCCCCCC
859,CC(C)NC(=N)NO
860,N1=CC(=C2C=CC=C[C@@H]12)CCCC(=O)O
861,c1c2CN[C@@H](CF)Cc2ccc1S(=O)(=O)NCCC(F)(F)F
862,N(c1ccccc1)c1ccc(cc1)NC[C@@H](C#N)c1nnn[nH]1
863,c1cc(ccc1C(=O)NCc1cccc(c1F)F)S(=O)(=O)N
864,COc1cccc(c1)c1cccc(CCc2cccc(N)n2)c1
865,c1c(c2c(cc1O)nc(o2)c1ccc(c(c1)F)O)C=C
866,N(c1ccccc1)C1=CN=C2C1=CCC=N2
867,N1(CCC(CC1)C1=c2c(=CC=C3[C@H]1C=CC=C3)cccc2)C
868,COC(=O)C[C@@H]1ON=C(C1)c1ccc(O)cc1
869,c12ccccc2C=Cc2ccccc2N1CCCN(C)C
870,C([C@@H](C)C(=O)O)[C@@H](C(=O)O)N
871,[C@@]1(O)([C@@H](O)[C@H](O)[C@@H](O)[C@H](C1)NC(CO)CO)CO
872,Clc1c(OOO)c(Cl)cc(c1)Nc1ccccc1C(=O)O
873,COC(=O)NCC
874,C1CCCC1[C@H]1Cc2c(S(=O)(=O)N1)cc(cc2)S(=O)(=O)N1CCN(C)CC1
875,COC(=O)CCc1cccc(c1)N(Cc1ccc(cc1)c1ccc(cc1)N(C)C)[C@@H](O)C1CCCCC1
876,C(#CC(C)(C)O)c1ncc(OC[C@@H]2CNCCC2)c2n(c(nc12)c1c(N)non1)CC
877,c12cc(Cl)ccc1-n1c(C)ncc1CN=C2c1ccccc1F
878,c12[C@H]3CCCN3C(=O)c1cccc2NC(=O)Nc1ccccn1
879,N=C(N)c1cc2ccc(cc2cc1)C(=O)Nc1ccc(cc1)CN
880,c1(cn2c(cc1)nc(c2C(=O)c1ccccc1)N)C(=O)c1c(cccc1F)F
881,N([C@H](C(=O)O)Cc1ccccc1)C(=O)N
882,c1c2OCOc2ccc1C1=C(C(=O)O)N=N[C@H]1c1cc(CC)c(O)cc1O
883,P(=O)(CO[C@@H](Cn1c(=O)nc(N)cc1)CO)(O)O
884,C(=O)([C@@H](N)[C@@H](O)C(=O)O)O
885,n1(c(ccc1C(=O)c1ccc(cc1)C)CC(=O)O)C
886,Fc1c(F)ccc(c1)C(=O)N1CC(C)(C)C2=c3ccccc3=N[C@H]2[C@H](C1)C(=O)OC(C)C
887,c1c2c(cc(c1OC)OC)C=NC1=c3c(=C[C@@H]21)cc1c(c3)OCO1
888,OC[C@@H](O)[C@@H](O)[C@@H](O)CN1C(=O)C(=O)N=C2C1=NC(=O)NC2=O
889,Nc1c(cnn1c1ccc(F)cc1)C(=O)c1cccc(OC2CCNCC2)c1
890,O[C@H]1[C@H]([C@@H](C(=C)/C(=C\C=C\2/CCC[C@]3([C@H]2CC[C@@H]3[C@H](C)C/C=C/C(O)(C)C)C)/C1)O)OCCCO
891,O=S(=O)(NCC(=O)NO)c1ccc(cc1)F
892,C1Cn2cc(c3c2cccc3)C2=C(C(=O)NC2=O)c2cn(c3c2cccc3)CCO[C@@H]1CN(C)C
893,[C@@](Cc1ccc(cc1)C(F)(F)P(=O)(O)O)(n1nnc2c1cccc2)(c1sc2c(n1)cccc2)C/C=C/c1ccccc1
894,O=C(NCC)c1sc2c(c1)c(nc(n2)N)c1cc(c(cc1Cl)Cl)OCCN1CCCC1
895,O=C(N[C@H](C(=O)O)C(C)C)CC1=CN=C2C=CC=C[C@H]12
896,N1(C(=O)CC(=N)C=C1)[C@H]1[C@H](O)[C@@H]([C@H](O1)CO)O
897,c1(ccccc1)[C@@H](C#N)O
898,c12c([C@@H](N=C(N1)N)N)c(ccc2)Sc1ccc(cc1)C
899,C1CC(=O)C=C2CC[C@@H]3[C@@H]([C@@H]12)CC[C@]1([C@H]3CC[C@]1(C#C)O)CC
900,OCCO[C@H]([C@@H](O)[C@H]1O)C[C@H]1n(nn2)c(c23)nc(SCCC)nc3N[C@H](C4)[C@@H]4c5cc(F)c(F)cc5
901,c1(cc(cc(c1)NC(=N)N=C(N)N)OC)OC
902,C/C(=C\c1ccc(C(=O)O)cc1)/c1ccc2c(c1)C(C)(C)CCC2(C)C
903,c1ccc(cc1)[C@@H]1C[C@@H]([C@H](CC1)c1ccc(cc1)C(=O)NCCCC(=O)O)O
904,Fc1ccccc1CN1CCC(CC1)COc1c2[C@H](N)N=C(N)Nc2ccc1
905,[P@](=O)(O)(OP(=O)(O)O)OC[C@H]1O[C@H](C[C@@H]1OC(=O)C)n1c(=O)[nH]c(=O)c(C)c1
906,O([C@H](c1ccc(cc1)C#N)c1cncn1C)Cc1nc(c(cc1c1cc(ccc1)Cl)C#N)Cl
907,c12c(c([C@@H](C[C@@H](C)O)c3ccccc3)c(=O)oc2cccc1)O
908,[Fe@@]123N4CC=c5n3c(=Cc3n2c(Oc2n1c(C=C4CC)c(C)c2CC)c(C)c3CC)c(C)c5CCC(=O)O
909,CC(C)SC(=N)N
910,O=C(NCCO)CN1C(=O)[C@H](Cc2c1cccc2)NC(=O)c1[nH]c2c(c1)cc(s2)Cl
911,Nc1ncc(cc1)/C=C/C(=O)N(C)Cc1cc2c(n1C)cccc2
912,N[C@H](C(=O)O)CCSC(F)(F)F
913,c1(cc(N(=O)=O)c(O)c(I)c1)CC(=O)NCC
914,n1c(N)[nH]c(=O)c2c1ccc(C[C@@](O)(CNCC(=O)N[C@H]1[C@@H]([C@H](O)[C@H](O1)COP(=O)(O)O)O)c1ccc(C(=O)N[C@H](C(=O)O)/C=C/C(=O)O)cc1)c2
915,c1(c(cccc1)O)CC=C
916,FC(F)(F)c1ccccc1S(=O)(=O)NNC(=O)c1cc2c(o1)ccc(c2)Cl
917,O=C(O)C1=CC=C[C@H]1C(=O)Nc1c(F)c(F)c(c(F)c1F)c1cc(OC(F)(F)F)ccc1
918,c1(ccc2c(c1)[nH]c(n2)c1cc(CCN)cc(c1O)c1ccccc1)C(=N)N
919,O=C(C)c1ccc(cc1)N1C(=O)C[C@@H](C1)C(=O)O
920,c1c(c(cc(c1)F)C[C@H](c1ccc(cc1)c1cccc(c1)C(=O)N)N)F
921,[P@]1(=O)(O)O[C@@H]2[C@@H](CO[P@](=O)(O)OP(=O)(O)O)O[C@@H](n3cnc4c(=O)nc(N)[nH]c34)[C@@H]2O1
922,Clc1cccc(C)c1Nc1c2cncn2c2c(n1)ccc(c2)N1CCN[C@@H](C)C1
923,c1(S(=O)(=O)N)ccc(s1)S(=O)(=O)NCc1ccc(cc1)C
924,C1(N=C(N[C@@H](N1OCCCOc1ccc(cc1)Br)N)N)(C)C
925,c1cccc2c1C[C@H]([C@H]2NC(=O)[C@H](Cc1cccc(c1)O)CC(=O)NO)O
926,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(c1ccccc1)c1ccccc1
927,C(=O)(CC(CC(=O)O)(C)O)O
928,c1(ccccc1)Cc1n(c(=O)[nH]c(=O)c1C(C)C)COCc1ccccc1
929,Clc1ccc(cc1)C1(CCNCC1)c1ccc(cc1)C1=CN=NC1
930,C1=C2N(C)C(=N)N=C2N=C[C@@H]1c1ccc(O)cc1
931,O=S(=O)(Nc1nccs1)c1ccc(cc1)NS(=O)(=O)c1ccc2c(c1)oc(c2C(=O)C1=C[C@H](C(=O)C(=C1)Br)Br)CC
932,n1cnc2c(c1N)ncn2[C@H]1[C@H](O)[C@H](OP(=O)(O)O)[C@H](O1)CO[P@](=O)(O)O[P@@](=O)(O)OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSCc1ccc(O)cc1
933,n1cnc2c(c1Nc1cc(ccc1)SC)cc(c(c2)OC)OC
934,C1[C@@]2(C)[C@H](C[C@H](C1)O)CC[C@H]1[C@H]3[C@](CC[C@H]21)([C@H](CC3)O)C
935,c1(cc(C(=O)NCc2cccnc2)ncn1)C(=O)NCc1cnccc1
936,COc1ccc(cc1)C(=O)c1sc(nc1N)Nc1ccc(OC)cc1
937,[nH]1c(=O)nc([nH]c1=O)C(=O)O
938,c1ccccc1COc1ccc(cc1)NC(=O)CN
939,O=C(O)[C@@]1(O)C[C@@H](O)[C@H](O)[C@@H](C1)c1cccc(c1)Sc1ccccc1
940,Fc1cc2=C([C@H](C(=c2cc1)Cc1ccc(S(=O)(=O)C)cc1)C)CC(=O)O
941,O=C(O)CCNC(=O)c1cc(cc(c1O)I)c1c(F)cc(cc1)F
942,C[C@H](N)[P@](=O)(O)C[C@H](C(=O)N[C@@H](C)C(=O)O)Cc1ccc(cc1)c1ccccc1
943,c1(ccc(C(=O)N2CCC(CC2)Cc2ccccc2)cc1)C
944,O=C1c2cc(O)cc(O)c2C(=O)C=C1O
945,Oc1ccnc2n3c(N)nccc3c(c12)c1ccnc(n1)N
946,c1cccc(C([O-])=O)c1C(=O)NCCC[C@@H](C([O-])=O)NC(=O)c2ccc(cc2)NCc(n3)cnc(c34)nc(N)nc4N
947,NCc1ccc(cc1)NC(=O)c(cc(c23)ccc(c3)/C(=N\[H])N)cc2Nc4ncccn4
948,O=C(O)C[C@@H](C(=O)O)NC(=O)CC1=c2ccccc2=NC1
949,C1(N=C(N=C(N1OCCCOc1c(cc(c(c1)Cl)Cl)Cl)N)N)(C)C
950,[C@H]1([C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)O[C@@]1(CO)[C@H]([C@@H]([C@@H](COC(=O)CCCCCCC)O1)O)O
951,P(=O)(O)(O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1c(Br)nc2c(N)ncnc12
952,Fc1cc(F)ccc1C1=C[C@@H](I)C(=O)C(=C1)C(=O)NCCC(=O)OC
953,N[C@H](C(=O)N)Cc1ccccc1
954,[C@H]1([C@H]([C@]([C@H](OC(=O)[C@@H]([C@H]([C@@H]([C@H]([C@](C[C@H](/C/1=N\OCOCCOC)C)(C)O)O[C@H]1[C@@H]([C@H](C[C@H](O1)C)N(C)C)O)C)O[C@H]1C[C@]([C@H]([C@@H](O1)C)O)(OC)C)C)CC)(C)O)O)C
955,Clc1cccc(NC(=O)c2ccc(o2)Br)c1N1CCN(CC1)CC=C
956,c1(C(=O)O)c(C(=O)O)c(C(=O)O)c(C(=O)O)c(C(=O)O)c1C(=O)O
957,c1cc(Cl)ccc1CN(C)S(=O)(=O)c1ccc(cc1)S(=O)(=O)N
958,OC(=O)CCCCCn1c(cc2cc(OCc3c(Cl)cccc3Cl)ccc12)C(=O)O
959,N1([C@H]2C[N@@]3[C@H](c4c(cc(c(c4)OC)OC)CC3)C[C@@H]2N)C(=O)C[C@@H](C1)CF
960,O=C([C@H]1CN(C)[C@H]2C(=C1)C1=C3C(=NC(=C3C2)Br)C=CC1)N[C@@]1(O[C@@]2(N(C1=O)[C@@H](CC(C)C)C(=O)N1CCC[C@@H]21)O)C(C)C
961,c1(cc(c(cc1)F)C)S(=O)(=O)N[C@@H](C(=O)NO)C1CCOCC1
962,O=C(OC)Cc1ccc(cc1)c1ccc(cc1)CN(C(=O)c1ccc(cc1)CCCCC)[C@H]1CCN(CC1)CC1=NCC=N1
963,O=S(=O)(N)c1ccc(cc1)Nc1n2c(nc(c1)OCC1CCCCC1)ncn2
964,[C@@H]1(CCC=C2C=C[C@H](C)[C@@H]([C@@H]12)CC[C@@H]1C[C@@H](O)C[C@H](O)O1)OC(=O)[C@@H](C)CC
965,Cc1nc2CCSCc2c(=O)[nH]1
966,N1(C(=O)c2c(cc(cc2)O)O)[C@@H](c2ccccc2C)CCC1
967,Oc1ccc(cc1)C1(CCCCC1)c1ccc(O)cc1
968,c1ccccc1Nc(n(c23)ncc2C#N)nc(n3)Nc(ccc4)cc4NC(=O)C
969,c1c(Cl)cccc1NC1=NC(=N)[C@H](S1)C(=O)c1ccc(F)cc1
970,C([C@]1([C@@H]([C@H]([C@H](CO)O1)O)O)O)O
971,c1(nc2c([nH]1)cccc2C(=O)N)C1CCN(CC1)CCC
972,c1cc(c(cc1I)C(=O)O)NC(=O)C(=O)O
973,N1(C(=O)c2cnc3c(cccc3)n2)C[C@@H](C(=O)N2CCCC2)[C@@H](N)C1
974,C[N+](C)(C)CCOP([O-])(=O)OC[C@H](OC(=O)C)COCCCCCCCCCCCCCCCC
975,OC(=O)[C@@H](O)c1ccc(cc1)O
976,c1c(Cl)cccc1[C@H](CCN)C(=O)Nc1cc2c(cc1)[nH]nc2NC(=O)c1ccccc1
977,N[C@@H](C(=O)N1[C@H](C(=O)NCCNc2ccncc2)CCC1)C.CC.CC=C.C
978,c1(NS(=O)(=O)C)c(cc(N(=O)=O)cc1)OC1CCCCC1
979,O=c1[nH]c(=O)n(c2c1n(C)cn2)C
980,Clc1cccc(Cl)c1N1C(=O)CCc2c1cc(cc2c1ccc(F)cc1F)C1CCNCC1
981,C(=O)(c1ccc2c(c1)ccc(c2)/C(=N\O)/c1cc2C(CCC(c2cc1)(C)C)(C)C)O
982,Fc1c(ccc(F)c1)CO
983,NC(=N[C@H](C1CCCCC1)C(=O)NCC(=O)N1CC[C@@H](CC1)C1=NN=C(C1)c1c(Cl)c(ccc1)Cl)N
984,C(C)(NCCN(c1cc(cc(OC)c1)OC)c1cc2c(cc1)ncc(c1cnn(c1)C)n2)C
985,O[B-](O)(O)/C=C/CC[C@@H](C([O-])=O)[NH3+]
986,CC/C=C/CC[C@H](O)C(=O)O
987,c1ncc(Br)cc1C(=O)N
988,C1(=CC=C2C(=CC(=N2)c2cccc(OC3CCCC3)c2O)C1)C(=N)N
989,Ic1ccc2c(c1)CNCC2
990,OS(O)(O)OC[C@H](CC)CCCC
991,o1c(c(c(=O)c2cc(cc(c12)N1CCCS1(=O)=O)C)O)c1ccc(c(c1)O)O
992,S(O)(O)(Oc1ccc(cc1Br)CN(c1ccc(C#N)cc1)n1cnnc1)N
993,N=C(N)c1ccc2cc(ccc2c1)C(=O)Nc1ccccc1
994,c1(c(cc(cc1)c1cc2c(cc1)[C@H](C(=O)N2)Cc1[nH]ccc1)OC)O
995,C1N=C2[C@@H]([N@]1[C@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O)C=NC=N2
996,C(=O)([C@H](CCC(=O)O)NC(=O)c1ccccc1)N[C@H](C(=O)N[C@@H](Cc1ccc(cc1)C(F)(F)P(=O)(O)O)C(=O)N)Cc1ccc(cc1)C(F)(F)P(=O)(O)O
997,n1n(cc2cccc(c12)N(=O)=O)C(=N)N
998,N1(S(=O)(=O)N([C@@H]([C@@H]([C@H]([C@H]1COc1ccccc1)O)O)COc1ccccc1)Cc1ccc(cc1)C(=O)OC)Cc1ccc(cc1)CO
999,SCc1c(cccc1)I
1000,c1n2c(nc1)c(nc(c2)c1c(cccc1)F)NCc1cccnc1
1001,C1NCCCc2ccc(c(c12)Cl)Cl
1002,CN(c1nc(c2n3c(cccc3)nc2)ccn1)C1CCCCC1
1003,c1(c2c(cccc2)F)cc(cn1S(=O)(=O)c1cnccc1)CNC
1004,c1(c(cc(cc1)/C=C/COc1cccc(c1C(=O)OC)O)c1onc(c1)C(=O)O)F
1005,c1(c(c2c(cc1)cc(cc2)c1ccc(cc1)O)Cl)O
1006,c1(N)c2c(ncn1)n(C)nc2c1cc2c(cc1)cccc2
1007,c1n(cnc1C(=O)N)[C@@H](CO)CCn1ccc2c1cc(cc2)NC(=O)NCc1ccccc1
1008,O1[C@@H]2[C@H]3[C@](CCC(=O)Nc4c(O)c(C(=O)O)ccc4O)(C(=O)C=C[C@]43C[C@@H](C2)[C@@]1(C4)C)C
1009,O=C(N)NO
1010,n1c([nH]c2n(cnc2c1=O)COC(CO)CO)N
1011,CC(C)(O)[C@@H](C)Nc(n1)nccc1N(c2ccc(cc2)OC)C(=O)Nc3c(Cl)cccc3
1012,O=C1N2CC(=NC(=C2N[C@]1(OO)Cc1ccc(Br)cc1)Cc1ccccc1)c1ccc(cc1)O
1013,c1(c(c(CCC(=O)O)oc1CCC)C(=O)O)C
1014,O=C(NC(C)(C)CO)c1ccc2n(C)cc(c2c1)C1=CC2=CCC=NC2=N1
1015,C(=O)(N)NC(C(=O)O)NC(=O)N
1016,C(=O)(CN(CC)CC)Nc1c(C)cccc1C
1017,Nc1c(O)cccc1
1018,c1ccccc1Oc1cc(ccc1)CCC[C@H](P(=O)(O)O)S(O)(O)O
1019,c1(cccc(c1)Cl)c1nc(on1)SCC(=O)O
1020,CC[N+](C)(C)c1cc(O)ccc1
1021,C(=O)(CN1C(=S)S[C@H](Cc2cc(OCC)c(c(Br)c2Br)O)C1=O)O
1022,n1[nH]c(c(c1C)c1ccc(cc1)OC)c1c(cc(cc1)O)O
1023,c1(c(cccc1)C(=O)O)/N=N/c1ccc(cc1)N(C)C
1024,c1(c(cccc1C)C(=O)NO)N(S(=O)(=O)c1ccc(cc1)OC)Cc1cnccc1
1025,C1[C@H](CO)NCc2cc(ccc12)N(=O)=O
1026,O[C@H]1C(=C)[C@H](O)C/C(=C\C=C\2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@@H](C)CC)/C1
1027,CCCCCCCCC(P(=O)(O)O)(P(=O)(O)O)O
1028,Clc1ccc2[nH]c(cc2c1)S(=O)(=O)N[C@@H]1C(=O)N(CC1)[C@@H](C)C(=O)N1CCOCC1
1029,c1(F)ccc2OCC[C@@]3(C(=O)NC(=O)N3)c2c1
1030,S1CCN2[C@]1(c1c(C2=O)cccc1)c1cc(C)ccc1
1031,c1(c(c(ccc1)C)OCC(=O)N[C@H]([C@@H](O)C[C@H](CC(C)C)NC(=O)c1ccc(cc1)N)Cc1ccccc1)C
1032,O=C1C=CC(C)(C)C(=C1C)/C=C/C(=C/C=C/C(=C/CO)/C)/C
1033,O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cncc1N
1034,[C@@H]1([C@@H]([C@@H]([C@@H]([C@@H](CO)O1)O)O)O)O
1035,COc1cc(cc(c1OC)OC)Cc1nc2c(N)ncnc2n1CCCC
1036,c1ccccc1Cc1cc(ccc1O)Cc1c(C)cc(cc1C)OCC(=O)O
1037,c1(cc(ccc1O[C@@H]1C2=CC=NC2=NC=C1)NC(=O)c1c(=O)n(ccc1)c1ccc(cc1)F)F
1038,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(c(c1)I)OCCN(CC)CC
1039,O=P(O)(O)OC[C@@H](O)COC(=O)CCCCC
1040,Cc1ncc(CN2CC=CC(=C2C)CCO[P@@](=O)(O)OP(=O)(O)O)c(N)n1
1041,N[C@@H](CCS(=O)(=O)C)C(=O)O
1042,C(N1C2(NC(=N)c3c(ccc(c13)F)F)CCN(CC2)C(=O)c1cnc(cc1)CN)C
1043,[C@@H]12CC[C@H](C(=O)CO)[C@]31C[C@@H]([C@@H]1[C@@]4(C(=CC(=O)CC4)CC[C@@H]21)C)O[C@@H]3O
1044,c1cc(C(N)N)ccc1S(=O)(=O)C
1045,C1[C@@H](CC[C@]2([C@@H]1O2)C)C(=C)C
1046,c12ccc(=O)oc2c(c2c(cco2)c1)OC
1047,[nH]1c(=N)ccn(C)c1=O
1048,c1(cc(C(=O)NCc2ccc(c(C)c2)F)ncn1)C(=O)NCc1cc(C)c(cc1)F
1049,O=C1c2c(O)c(c(cc2C(=O)c2c1c(O)ccc2)CC(=O)OC)[C@H](O)CC(=O)CC
1050,c1cc(O)cc2sc(c3ccc(O)cc3)cc12
1051,O=C(O)[C@H](O)[C@@H](O)[C@H](O)C(=O)NO
1052,c1cc(oc1C)C[C@H]1SC(=NC1=O)NS(=O)(=O)c1ccc(cc1)C
1053,[C@H](C(=O)NC)(NC(=O)Nc1n[nH]c(=S)s1)Cc1ccccc1
1054,c1ccccc1c1cc(ccc1)c1cc(ccc1)OCC(P(=O)(O)O)(P(=O)(O)O)O
1055,c1(c(c(cc2c1c(C(=O)OCC)c(n2C)CSc1ccccc1)Br)O)CN(C)C
1056,C1(=O)c2ccc(N)c3cccc(C(=O)N1)c23
1057,c12c(cccc1ccc(c2)C(=N)N)NC(=O)c1cccc(c1)S(O)(O)O
1058,CCCc1c2onc(C(F)(F)F)c2ccc1OCCCOc1cc2c(cc1)n(cc2)CC(=O)O
1059,OC[C@@H](O)[C@@H](O)[C@@H]1O[C@](C[C@@H]([C@H]1NC(=O)C)O)(C(=O)O)Oc1ccc2c(c1)oc(=O)cc2C
1060,O=c1[nH]c(=O)cnn1c1cc(C)c(c(c1)C)Oc1ccc(c(c1)C(C)C)O
1061,S=C(N1[C@@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@H]1OC2)NCCCCCCCC
1062,c12c3N4CC[C@H](C4=O)NCc4n(Cc5cc(Oc(c2)ccc1ccc3)c(cc5)C#N)cnc4
1063,O[C@H]1[C@H]2CO[C@H]([N@]2[C@H]([C@@H]([C@H]1O)O)O)NCCCCCCCC
1064,NC#N
1065,[Cu](n1ccnc1)n1ccnc1.O
1066,C1(=O)N=C2N(C[C@@H]([C@@H]([C@@H](CO)O)O)O)C(=O)C(=N[C@H]2C(=O)N1)CCC(=O)O
1067,c1cccc(c1)C(c1ccccc1)OCCN(C)C
1068,P(=O)(O)(O)C(P(=O)(O)O)(O)C
1069,C1CC1NCC([C@@H](N)CCCC)(O)O
1070,N#Cc1cc(ccn1)-c2nc([nH]n2)-c3ccncc3
1071,n1c(C(F)(F)F)nc(N)c(c1)CN1CSC(=C1C)CCOP(=O)(O)O
1072,O=C(N)C1(CC1)CN1CCC(CC1)N(C1CC1)C(=O)c1ccc(cc1)[C@](C)(O)C(F)(F)F
1073,Nc1nc(N)nc(c12)N=C(N)[C@H](N2)[C@H]3CC=CCC3
1074,c1cc(c(cc1)C(F)(F)F)/C=N/OCCC(=O)O
1075,N([C@@H](C(=O)N1[C@H](C(=O)NC[C@H]2CC[C@@H](CC2)N)CCC1)Cc1ccccc1)C
1076,c1(ccc(c(c1)C(=O)OC)C(C(=O)O)(C(=O)O)F)C[C@@H](C(=O)N[C@@H]1C(=O)N(CCCC1)Cc1ccc(cc1)c1ccccc1)NC(=O)C
1077,c1cn2c(cc1)c(c(n2)c1ccccc1)c1cc2c(nn1)[nH]nc2N
1078,Cc1cc(cc(c1)C)c1oc2ccccc2n1
1079,C1CNCCC1c(c2C)cc(OC(C)C)c(c2)Nc(nc3)nc(c3Cl)Nc4c(S(=O)(=O)C(C)C)cccc4
1080,c1c(ccc(/C(=C(/CCCl)\c2ccccc2)/c2ccccc2)c1)OCCN(C)C
1081,c1(ccc(CCN)cc1C1CCCCC1)O
1082,c1(ccc(cc1)Oc1cc(N(=O)=O)c(O)c(N(=O)=O)c1)C[C@@H](C(=O)O)NC(=O)C
1083,n1cnc2c(c1N1CCN(CC1)C(=O)[C@@H](c1ccc(cc1)Cl)CNC(C)C)[C@@H](C[C@H]2O)C
1084,n1c(C)c(O)c(CN[C@@H](C)C(=O)CCCCCC(=O)O)c(c1)COP(=O)(O)O
1085,n1(c(=O)[nH]c(=N)cc1)[C@H]1[C@H](OP(=O)(O)O)[C@@H]([C@H](O1)CO)O
1086,N[C@H](C(=O)O)C[C@H](F)CCNC(=N)C
1087,OC(=O)/C=C/[C@@H]1/C/2=C/C3=N/C(=C(\C4=N[C@H]([C@H](CC(=O)O)[C@@]4(C)CCC(=O)O)[C@]4([C@@](C)(CC(=O)O)[C@H](/C=C/C(=O)O)C(=N4)/C(=C(\N2)/[C@@]1(C)CC(=O)O)/C)C)/C)/[C@H](CCC(=O)O)C3(C)C
1088,[P@]1(=O)(S)OC[C@H]2O[C@H]([C@@H]([C@@H]2O1)O)n1cnc2c(N)ncnc12
1089,C(=C\C#CC(C(F)(F)F)(C(F)(F)F)O)/[C@@]1(C(C)([C@H](/C=C/C=C\2/C[C@@H](O)C[C@@H](C2)O)CC1)C)C
1090,OS(O)(O)CCCN
1091,c1cc(C(=O)O)ccc1c1cnc2ccc(nn12)N[C@H](CC)CO
1092,C1(=O)[C@@H](NC(=O)c2c(cccc2OC)OC)[C@H]2SC(C)(C)[C@H](C(=O)O)N12
1093,O[C@@H](C(=O)NCCC(=O)NCCSC(=O)CSCCCCC)C(C)(C)CO[P@](=O)(O)O[P@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(ncnc23)N)[C@H](O)[C@@H]1OP(=O)(O)O
1094,O=C(O)CCC(=O)Nc1ccc(Br)cc1C(=O)N1C[C@H](C)C[C@@H](C1)C
1095,n1c(N)nc(N)c(c1)Cc1cc(c(c(c1)OC)OC)OC
1096,S(=O)(=O)(N)c1ccc(cc1)C(=O)NCCOCCOCCN
1097,O=C(NO)/C=C/c1ccc(cc1)CNCCC1=c2c(=N[C@@H]1C)cccc2
